sichuanese,english,matched_keywords,n_content,GLM-4-Plus_pred,GLM-4-Plus_refusal,GLM-4-Plus_BLEU,GLM-4-Plus_chrF,GLM-4-Plus_COMET,DeepSeek-V4-Flash_pred,DeepSeek-V4-Flash_refusal,DeepSeek-V4-Flash_BLEU,DeepSeek-V4-Flash_chrF,DeepSeek-V4-Flash_COMET
啊呀呀老公你痛不痛哦我日妈恐怕不痛嘛老公你先把上半身爬出来下半身再说啊婆娘,"Honey, are you okay? Damn it, of course it hurts! Honey, try to pull your upper body out first, and we'll deal with the rest afterwards.",婆娘|哦(语气词)|嘛(语气词),1,"Oh my god, honey, are you in pain? Damn it, that must hurt! Honey, you get your upper body out first, then we'll worry about the lower part! Woman!",False,24.9926,46.3385,72.6138,"Oh dear, my husband, does it hurt? Holy crap, I guess it doesn't hurt, right? Honey, try to crawl out with your upper body first, and we'll deal with the lower body later. Oh, my dear wife.",False,21.0907,47.9306,70.7807
你硬是没把他打的跑得快哟我想要大一个,You really beat him so badly that he ran for his life. I'll take the bigger one.,硬是,1,He really wasn't running fast enough for me. I want a bigger one.,False,8.9103,28.1614,54.7902,You really didn't make him run fast enough! I want to grow bigger.,False,5.062,26.6507,52.903
我觉得很公平老子不干了跟我来嘛,I think that's fair. But I'm done with this—come with me.,老子|嘛(语气词),1,"I think this is totally unfair, I'm out. Come with me.",False,14.4589,41.7608,79.7698,I think it's fair. I quit. Come with me.,False,17.0466,41.6003,81.181
没有啥子都没看到在这里真的啥子都没看到哪个瞎子火的嘛啥子都没看到我都莫名其妙的,"No,I didn't see anything. Seriously, I saw absolutely nothing. Only a blind person would lie to you.—I'm completely confused,too.",啥子|嘛(语气词),1,"I didn't see a damn thing here, really didn't see a thing. Who the hell set it on fire? I didn't see a thing at all. I'm completely baffled.",False,5.4749,31.3197,63.7893,There's nothing at all. I really didn't see anything here. Which blind fool started this? Nothing at all. I'm totally confused myself.,False,6.6383,35.3828,65.7602
至少这个学员懂得了啥子叫感恩这个呢也充分说明教练只要用心教,At least this student has learned what gratitude means. It also shows that as long as a coach teaches with dedication...,啥子,1,"At the very least, this student has learned what gratitude means. This also fully demonstrates that as long as coaches teach with heart, their efforts will pay off.",False,31.1828,61.3936,85.5242,At least this student has come to understand what gratitude means. This also fully shows that as long as the coach teaches with dedication...,False,54.6268,79.1455,88.0478
一一年到头他是真的是卖不到几套啊老表那些开发商是丰都城头拉二胡一天都在鬼扯,"He barely sells a few units all year round, buddy.Those developers are just playing the erhu in Fengdu ghost city—talking absolute ghost stories (nonsense) all day long.",老表,1,"Throughout the entire year, he can barely sell a few properties. Those developers in Fengdu are just full of crap, playing games all day long.",False,14.4542,42.821,71.1169,"All year long, he really can't sell more than a few units, bro. Those developers are just ghosting like they're playing erhu in Fengdu City—full of nonsense all day long.",False,25.0591,51.7594,77.2166
你们一旦错过了最好的年龄真的就很恼火虽然说你们可能因为前几年哈确实没有考虑这个事情或者说圈子确实,"Once you miss the best age for it, things can become really difficult. Maybe you just weren't thinking about it a few years ago, or perhaps your social circle wasn't right.",确实|恼火|哈(语气词),2,"It's a real headache if you miss your prime age for this. I mean, maybe you didn't consider it properly a few years back, or perhaps your social circle just wasn't right.",False,23.2879,47.887,80.3175,"Once you miss the best age, it's really gonna be tough. I mean, sure, maybe you just hadn't really thought about it in the past few years, or maybe your social circle really was too limited...",False,18.0587,47.9676,80.2676
你想说啥子我只想说今年大年三十我们公司我想不放假,What are you trying to say? — All I want to say is that I don't think our company will be taking New Year's Eve off this year.,啥子,1,"Whatever you want to say, I just want to say that for this year's Chinese New Year's Eve, my company doesn't want to give us a day off.",False,9.9829,40.4915,78.9646,"What do you want to say? All I want to say is that on New Year's Eve this year, our company probably won't have a day off.",False,32.1832,52.8684,85.3204
是哎分厂的做可以的啊是分厂煮好多点煮粉才安逸,"Yeah, the pork intestine is done well. Let it cook a little longer—it's much better once it's fully cooked.",安逸,1,"The food at the branch factory is really good! They make so many more rice noodles there, which makes it so much more enjoyable.",False,2.1721,17.4253,55.0126,"That's right, the branch factory does a decent job. It’s the branch factory that makes a lot more noodles—only then is it truly satisfying.",False,3.7965,18.6122,54.8447
你简直疯了咋个伯父你不是亲口对我说过我知道我知道你想跟我说什么,"Have you lost your mind? Uncle, didn't you tell me that yourself? — I know. I know exactly what you're trying to say.",咋个,1,"You're crazy! But didn't you tell me yourself? I know, I know what you're trying to say.",False,30.1252,51.9139,77.8279,"You must be out of your mind. Uncle, didn’t you tell me yourself? I know, I know what you’re trying to tell me.",False,11.0021,51.1433,81.7201
家都不能去你咋个治国然后又咋个平天下讲道理嘛,"If you can't even manage your own family, how are you supposed to govern a country, let alone bring peace to the world? Be reasonable",咋个|嘛(语气词),1,"If you can't even manage your own household, how can you possibly govern a country or bring peace to the world? Let's be reasonable here.",False,44.6895,65.6463,85.3995,"How can you govern the country if you can't even go home? And then how can you bring peace to the world? Come on, be reasonable!",False,22.1213,49.9156,77.4077
幺儿拿我的酒桶你们能干惨了刘九通瞬间莫得了,You guys are really something when it comes to taking my 9-Dots—the 6-Dots and 9-Dots were gone in a flash. ,莫得|幺(称谓/方言),2,"Son, take my wine barrel, and you'll get Liu Jiutong drunk in an instant.",False,1.796,14.2309,41.9907,My precious little one took my wine barrel — you guys are really something else — and now Liu Jiutong is instantly gone.,False,10.3366,36.4427,49.1004
大错特错好多三十多岁还没有找到婆家的哈都是啥子二幺幺啊九八五啊一年收入一二十个人,That's completely wrong. Plenty of women in their thirties are still single because they're highly educated—graduates from top universities—and earning excellent incomes,啥子|哈(语气词),1,It's completely ridiculous that so many people in their thirties still haven't found a spouse. They're all those 211 or 985 university graduates making only 100-200k a year.,False,5.1349,38.3739,59.8984,"Big mistake, big mistake! So many women in their thirties who haven't found a husband yet—what are they? Graduates from elite schools like 211 or 985, making a hundred to two hundred grand a year.",False,6.6151,33.3726,56.0629
快速回来的可能就是这个虽然我确实有这种想法但是像说法那种又聪明又强势的人老子才造成人家什么瓜兮兮的东西,"This is probably the quickest way back. I did have that thought, but someone as smart and strong-willed as her isn't going to fall for that kind of foolish nonsense.",确实|老子,2,"The one who might come back quickly is probably this person. Although I did have that thought, but someone who's both clever and forceful like that... I'm the one who made them all flustered and tongue-tied.",False,19.4443,42.5202,55.3432,"The one who might come back quickly is this guy. Although I do have that thought in mind, for someone as clever and domineering as Shuo Fa, I wouldn't dare to make a fool out of them.",False,5.6057,32.9872,60.5804
但现在你也晓得那个大环境都恼火,But you know what things are like these days—the overall situation is pretty rough.,恼火,1,But you know the situation is really tough these days.,False,13.2645,43.0602,85.0101,But you know how tough the overall situation is right now.,False,17.1598,46.4681,84.3733
合作之后甘欣儿你把我当瓜娃子嗦咹这么两年了咹,"Gan Xiner, after all these years working together, you've been treating me like a fool?",瓜娃子,1,"After all this time working together, Gan Xin'er, have you really been treating me like a fool for the past two years?",False,26.3787,66.7057,82.8675,"After we worked together, Gan Xin'er, you took me for a fool, huh? After all these two years, huh?",False,6.0713,43.8155,68.8061
真的相信我就行了噻小辉没有大家结婚恁个多年我才发现你吃啥子都喜欢吃啥坨坨大坨坨安逸噻你看,"Just trust me, Xiaohui. After all these years of marriage, I finally realized you like everything in big chunky bites. That's the best way to eat—look!",啥子|安逸|噻,2,"Just trust me, Xiao Hui. After being married for so many years, I've only just realized how much you love eating big chunks of everything. It's so cozy and satisfying, you know?",False,8.9169,42.4774,70.9282,"Just trust me, alright, Xiaohui? It’s not like we’ve been married for years and years. Only now do I realize that no matter what you eat, you always like it in big chunks. Big chunks are satisfying, right? See?",False,7.3995,37.6255,67.0242
因为那个河水呀确确实实太大了最后呢没有办法我还是从那两个吊桥这样过来了啊,"The river was genuinely raging. In the end, I had no choice but to cross using those two suspension bridges.",确实,1,"The river was just way too big, so in the end, I had no choice but to cross over on those two suspension bridges.",False,51.295,70.784,84.617,"Because the river water was truly too strong, in the end I had no choice but to cross over using those two suspension bridges like this.",False,37.2922,67.6411,85.1905
下家单调五条他确实是想起手就碰三条来做成大单调的牌,The next player was waiting on the five bamboo tile. He clearly intended to pong the three bamboo right from the start to build a bigger hand.,确实,1,"The player called for a single five of tiles, then immediately discarded the three of fives to complete a large sequence of three-of-a-kind.",False,3.6303,26.1391,53.4837,"The player on the lower side was holding a single 5 Bamboo tile, aiming to draw a 3 Bamboo at the very start to form a single-wait hand for a big win.",False,4.1338,32.3511,66.8302
盖的有独立的一个卫生间卫生间也有独立的窗户说实话那套房子的位置是相当的巴适房子也保持的非常好如果有喜欢那种药层盖露台的评论区联系我带你们实地看房,"It comes with a private bathroom, and even the bathroom has its own window. To be honest, the location is excellent, and the property has been kept in great condition. If you're interested in a split-level home with a rooftop terrace, leave a comment and I'll show you around in person.",巴适,1,"It has a private bathroom with its own window. To be honest, the location of this apartment is incredibly pleasant, and the unit is very well-maintained. If you're interested in this type of apartment with a rooftop terrace, contact me in the comments, and I'll arrange an in-person viewing.",False,34.5995,54.0753,82.9314,"It comes with its own private bathroom, and the bathroom also has its own window. To be honest, the location of that apartment is really great, and the place has been kept in excellent condition. If you like the idea of having a terrace on the upper floor, leave a comment and I’ll take you to see it in person.",False,35.9201,64.1658,80.057
就是为什么下架或者是说里面如果确实呼声高我再满足一下朋友们,"That's why it was taken off the shelves. But if enough people really want it back, I'll do my best to bring it back for everyone.",确实,1,"That's why I'll take it down, or if there's really high demand, I'll bring it back to satisfy you guys.",False,7.9416,33.4867,77.5769,"Why was it taken off the shelves? Or, if there’s really a lot of demand, I’ll meet everyone’s wishes again.",False,10.0558,35.1285,71.2596
必不可少的真的是硬是用洗洁精都擦不脱好久都没有吃过了,It's absolutely indispensable. The grease is so stubborn that even dish soap won't get it off. I haven't had this in ages.,硬是,1,It's an absolute essential that's so stubborn it won't even come off with dish soap. I haven't had it in ages.,False,18.2797,48.9524,74.7451,The absolutely necessary stuff is so stubborn that even dish soap can't scrub it off—haven't had it in ages.,False,30.3674,54.2647,70.5624
哦超级的安逸看到我就选了几根选了三根根儿,"Oh, this is fantastic. As soon as I saw them, I picked out three.",安逸|哦(语气词),1,"It felt so good, I just picked a few and ended up choosing three.",False,6.4546,23.2523,67.0551,"Oh, it's super comfortable. I took a look and picked a few, just three sticks.",False,5.726,27.4887,55.8618
这道螃蟹没啥子多说的肉确实新鲜,There's really not much to say about these crabs—the meat is genuinely fresh.,确实|啥子,2,There's not much to say about these crabs—the meat is genuinely fresh.,False,86.1704,88.0045,91.6734,There’s not much to say about this crab—the meat is genuinely fresh.,False,53.5536,71.1595,90.2116
那就地下货啊安逸我就害怕冷点心啊这个干完这,Then let's go with this one. Nice! I just don't like cold desserts. Let's finish this first.,安逸,1,"That underground goods are so comfortable, I'm just afraid of cold snacks, after this is done.",False,2.577,18.6515,52.6083,"That's real good stuff down there — I'm just afraid of catching a chill, but once this bit's done, it's all good.",False,1.9823,20.5426,54.319
以前我没得这个体会现在我体会非常深刻为啥子,"I never understood it before, but now I truly do. Why?",啥子,1,"I never used to get it, but now I understand it all too well.",False,19.5648,40.6098,71.6868,"I didn't really get it before, but now I feel it — deep down in my bones. Why's that?",False,23.5501,41.3154,59.8802
巴巴适适的锅中烧水水开我们下番茄糖皮烫好的番茄我们撕皮,"Easily bring a pot of water to a boil. Once it's boiling, blanch the tomatoes, then peel off the skins. Nice and easy.",巴适,1,"Gently boil water in a pot. Once it's boiling, add the tomatoes. Blanch them until the skins start to peel, then remove the skins.",False,22.1334,50.5102,77.7151,"Perfectly done – bring water to a boil in the pot, once it's boiling, add the tomatoes. After blanching them to remove the skin, we peel the tomatoes.",False,13.0861,48.8866,79.6207
刚刚出来的时候是确实是为了卖轮胎而存在的这个品牌现在它轮胎出了个明显的指南,"When this brand was first launched, it really focused on selling tires. Now it's developed a much clearer product direction.",确实,1,"This brand was originally created specifically to sell tires, but now they've come out with a clear guideline for their tires.",False,5.1543,31.2264,73.4429,"As the brand originally existed solely for selling tires when it first came out, it has now released a clear guide for its tires.",False,5.3773,33.0264,75.5504
刚才不得口子呀你硬是他现在时间咔咔呼噜的,We didn't get the chance just now. He's really moving at full speed now,硬是,1,"You weren't available earlier, and now time is flying by.",False,3.1364,15.8997,48.9594,There was no chance just now—you are really rushing the time now in a muddle.,False,6.4372,35.1343,48.9074
吃起来麻辣鲜香下酒下饭都安逸得很话不多说看我操作选一块半肥半瘦的三鲜肉改刀,"It's spicy, fragrant, and delicious—perfect with rice or as a drinking snack. Enough talking, let me show you how it's done. Start with a piece of pork that's half lean and half fat, then cut it into slices.",安逸,1,"It's incredibly delicious and savory, perfect with drinks or rice. Now watch me work—I'll pick a piece of three-layer pork (half fat, half lean) and get it prepped.",False,7.0448,32.6303,72.734,"It’s spicy, numbing, fresh, and fragrant — perfect with both drinks and rice. No need for more talk — just watch me work. Pick a piece of half-fat, half-lean *sanxian* meat and slice it up.",False,5.6359,35.0097,70.5544
这后头这一堆渣渣大爷不准弄他的刚刚在屋头去转了一圈也确实找不到地方塞进去了,"Don't touch this pile in the back. I just walked around the house, and honestly, I couldn't find anywhere to put it.",确实,1,Don't you dare touch that pile of junk behind here. I just went around inside and couldn't find any place to fit it in.,False,8.7466,42.903,78.2515,"This pile of junk in the back — the old man won't let anyone touch his stuff. I just took a walk around the house, and there really is no place to cram it in.""",False,15.9575,46.4757,74.4064
黄博士表示很惶恐啊他就说这种做法确实要不得啊,Dr. Huang said he was deeply concerned. He believes this is absolutely the wrong way to handle things.,确实,1,Dr. Huang was very concerned and said that this approach is really unacceptable.,False,8.6299,31.3848,83.7074,"Dr. Huang expressed that he was quite alarmed, saying that this kind of behavior is indeed unacceptable.",False,9.5875,26.7755,83.6599
这个是该多抽点时间去陪下妈啊弟兄姊妹吃下饭啊那个时候给自己找借口就确实太忙了逢年过节回去吧,"It's true that we should make more time to be with mom and have a meal with our siblings. At that time, I made excuses that I'm too busy—go home during the holidays while you still can.",确实,1,"You really should make more time to spend with your mom and siblings, like having meals together. Making excuses about being too busy is just that—excuses. At least go back during holidays.",False,12.9075,43.5781,73.7119,"This is about making more time to hang out with Mom and have meals with siblings, you know. Back then, I’d make excuses and say I was just too busy. But when holidays rolled around, I’d still head home.",False,5.3133,40.415,78.6961
哦我老汉死的早我老汉死的时间比我都还年轻些就是在这个老山上死的,"My dad passed away young. In fact, he was younger than I am now when he died. He passed away on this old mountain.",老汉|哦(语气词),1,"My old man passed away early. He died younger than I am now, right here on this old mountain.",False,29.7245,51.323,85.1574,"Oh, my old man died young. He was even younger than I am now when he passed—right here on this old mountain.",False,38.127,56.5619,85.4483
仔细想光阴人家日月如梭确实过得太快了转瞬之间成绩当年七足嘛转瞬就是白头翁,"When you really think about it, time flies. Life passes so quickly. In what feels like the blink of an eye, a young man in his prime has become an old man with white hair.",确实|嘛(语气词),1,"When you really think about it, time flies by so fast. In the blink of an eye, you're a young adult with your whole life ahead, and before you know it, you're an old person with gray hair.",False,33.7107,49.2063,75.8529,"Think about it carefully, time really flies — it moves like a weaver's shuttle. In the blink of an eye, the achievements of those days are already seven feet tall, and just like that, you're an old man with white hair.",False,26.2373,47.6564,61.5867
确实不爽再看旁边这个,That really isn't satisfying. Now let's take a look at the one next to it.,确实,1,It's seriously annoying to look at the one next to it.,False,40.4266,42.3014,55.5882,"Yeah, not happy at all. Then look at this guy next to him.",False,7.1913,26.2436,58.1942
对不对你明明身上只有八元钱你凭啥子要在新杰宾馆后头去喝杯茶呢,Think about it—you've only got eight yuan on you. What makes you think you should be sitting behind the Xinjie Hotel having tea?,啥子,1,How can you go for tea behind Xinjie Hotel when you clearly only have eight yuan in your pocket?,False,5.3032,30.6698,73.6361,"Right? You clearly only have eight yuan on you, so why on earth would you go to the back of Xinjie Hotel to have a cup of tea?",False,10.986,33.6404,75.5311
不过也要说清楚是借给你的哦话又说转来你要是到婆婆娘那去拿两万块钱噻哎就可以不还喽,"But let's be clear—that money is only being lent to you. On the other hand, if you get twenty thousand yuan from your wife, well… you probably don't have to pay it back.",婆娘|噻|哦(语气词),1,"But let me be clear, this is a loan. That said, if you go to your mother-in-law and get 20,000 bucks, then you don't have to pay it back.",False,21.9062,37.2624,70.238,"But just so we're clear, I'm lending it to you, alright? That said, if you go and get twenty thousand bucks from your mother-in-law, well then, you wouldn’t have to pay me back.",False,10.3991,43.4497,68.5318
我也算不出牌强有些啥子牌只能慢慢的打着看,I can't tell which hand is strongest either. We'll just have to play it out and see how it goes.,啥子,1,"I'm not sure what strong hands I have, so I'll just have to play it slow and see what happens.",False,19.8032,40.3152,77.8038,Even I can’t figure out what cards are strong just by looking at them. I’ll just have to play them out slowly and see how it goes.,False,25.724,48.4315,79.5641
今天的天气好安逸哦我们一起走山上去烫火锅不爱火锅安逸刚好星期天满盘我们一家人吃,The weather is gorgeous today. How about head up into the mountains and have some hot pot? It's Sunday after all—the perfect day for the whole family to enjoy a meal together.,安逸|哦(语气词),1,"The weather is so nice today. Let's go up the mountain to have hot pot. If you're not into hot pot, that's fine too. It's Sunday, so we can have a big family feast.",False,6.6347,37.7858,74.7889,"The weather today is so nice and comfy. Let's hike up the mountain together and have hotpot. Don't you just love hotpot? It's perfect—it's Sunday, so the whole family can gather and enjoy a full spread together.",False,7.0537,52.9012,75.1484
为啥子仅仅要扣住这个主题时间都在哪儿去了啊,"Why focus only on this one topic? More importantly, where has all the time gone?",啥子,1,Why do we have to keep focusing on this topic? Where did all the time go?,False,12.5122,39.5663,80.6954,"Why cling to this theme, asking where the time has gone?",False,7.2842,27.1389,70.9045
他不收确实又不忍心人家是真心不收,"He just wouldn't accept it, and honestly I couldn't force him. He genuinely meant it when he refused.",确实,1,"If he doesn't accept it, he feels bad for them because they genuinely don't want to take it.",False,8.3788,33.232,62.0842,"He really couldn't bring himself to accept it, since the other party genuinely insisted on not taking it.",False,8.6633,34.2034,69.9465
一次性吃安逸反正五十九块儿,"Go ahead and enjoy it all at once. It's only 59 yuan anyway, so it's well worth it.",安逸,1,"Go all out and treat yourself, it's only 59 bucks anyway.",False,4.863,27.952,60.7035,Just go ahead and eat to your heart's content — it's only 59 bucks for an all-you-can-eat deal.,False,5.7037,34.3769,65.2951
哎哟啥子东西哦哎呦咋讲屁股,What on earth is that? Oh dear... how should I put this? It looks like a butt.,啥子|哦(语气词),1,"Oh my god, what the heck is that? And what do you mean by ""butt""?",False,7.2949,20.1353,75.4965,"Ouch! What the heck is that? Ouch, talk about my butt!",False,6.5205,22.1629,70.8862
那个滩海外滩的摊都是贪心的滩别个拉的横幅啊确实减配很严重确实配套也不咋的那些小区业主出行都不方便的哈买不到张老表,"That ""Tan"" isn't the Bund—it's the ""tan"" from ""greedy."" The banners other people put up aren't exaggerating. The cost-cutting is real, the facilities are lacking, and it's inconvenient for residents to get around. Buddy, don't rush into buying there.",确实|老表|哈(语气词),2,"The vendors at that beachfront are so greedy. The banners they put up are misleading—the quality is seriously cut corners, and the amenities are terrible. The residents in those communities have trouble getting around. And I couldn't even get tickets for the Zhang Lao Biao show.",False,3.8995,36.2524,64.1896,"All those stalls at the beachside Bund are run by greedy folks. The banners those people put up — yeah, they really cut corners big time. The facilities are pretty lousy too. Those homeowners in the neighborhood can't even get around easily. Can't even find a Zhang Laobiao around here.",False,4.975,36.4099,61.8691
这天是我硬是黑得早六点半就黑了外星早晨起来嘛,"It's getting dark ridiculously early these days. By 6:30 it's already night, so you have to get up early in the morning.",硬是|嘛(语气词),1,"It got dark so early today, at 6:30 sharp. I woke up at dawn.",False,6.6833,14.9688,63.3782,"The days are getting dark early here. It was already dark at 6:30 in the evening. In the morning, I wake up early.",False,9.5794,41.918,79.3848
哟感觉不行等我去看哟安逸安逸得车得车啊啊喵喵,"Hmm... something doesn't seem right. Let me go take a look. Oh, now that's nice! This car is really great.",安逸,1,"Oh, I don't think that'll work. Let me go take a look. That's nice, that's nice. Get the car, get the car. Aww, meow meow.",False,24.96,39.0436,57.7221,"Oh, I don't think it's gonna work—let me go check it out. Oh man, this is nice, real nice. Get in the car, get in! Ahh, meow meow.",False,4.0165,24.6109,59.3335
帽子整起走哎真的安逸哎哟好恶心,"Put your hat on and let's go. It actually looks pretty good… whoa, that's disgusting!",安逸,1,"Putting on that hat feels so good, oh man it's disgusting.",False,3.1444,29.5491,71.6792,"Put on that hat, man, it's really comfy. Ugh, that's so gross.",False,5.6757,20.9485,70.6357
就不是跟你开玩笑你怎么乱子说上头有猫猫你少喝老子老子懂,I'm not joking with you. Why are you talking nonsense about there being a cat up there? Cut back on the drinking—I know what I'm talking about.,老子,1,"I'm not kidding you, so why are you talking nonsense about a cat on the roof? Stop drinking so much, you idiot. I know what I'm talking about.",False,30.4112,57.9385,82.1284,"I wasn't joking with you. Why are you talking nonsense? There's a cat up there. Don't mess with me, I know what's up.",False,36.0856,51.3207,70.2994
啊我领奖回来了老者不嘛老人老子给你闹着啥了你那个啥子讲哦我看下啊你好啊,"I'm back from collecting my award. I didn't do anything to you, so what were you saying just now? Let me have a look. Hey there!",老子|啥子|哦(语气词)|嘛(语气词),2,"I'm back from collecting my prize, old man. What are you getting at? What are you trying to say? Let me see... Hello.",False,17.2716,39.9484,66.7449,"Oh, I've come back from receiving the award, old man. What's the fuss about? What were you saying? Let me take a look. Oh, hello there.",False,10.9067,40.058,69.145
平尼有几次经过娘娘的塌榻大白天的娘娘的房间都要关到起而两个侍女都在外头守到平尼当时看到就觉得不安逸想劝两句反倒被娘娘赏了几句就回来平尼也不好说啥子了,"Pingni passed by Her Ladyship's chambers several times. Even in broad daylight, the doors stayed shut while two maids stood guard outside. Something about it didn't sit right with her. She tried to offer a few words of advice, only to be scolded, so she decided it was best to keep quiet after that.",啥子|安逸,2,"Pingni passed by the concubine's room several times during the day and noticed that her door was always kept shut, even though her two maids were stationed outside. Pingni felt uneasy about this and wanted to say something, but the concubine snapped at him instead. After that, Pingni didn't feel he could say anything more about the matter.",False,4.3579,36.4044,71.0145,"Pingni once passed by the lady's chamber a few times. Even in broad daylight, the lady’s room was always kept shut, with two maids standing guard outside. Pingni felt uneasy about this at the time and wanted to offer a word of advice, but instead got a few sharp remarks from the lady and returned. After that, Pingni didn’t feel like saying anything more.",False,17.3396,46.6457,75.7406
但是为了人类利益做出这样基础贡献的人确实是,Those who make such fundamental contributions for the benefit of humanity truly ...,确实,1,But people who make such fundamental contributions for the benefit of humanity truly are something else.,False,62.3636,86.4105,86.7584,But those who make such fundamental contributions for the benefit of humanity truly are...,False,69.6471,93.9331,90.2994
睡午觉听到说老汉儿来了,I was taking a nap when someone said my dad had arrived.,老汉,1,Heard my dad came while I was napping.,False,9.1424,23.0701,70.806,Taking a nap and overhearing that my old man has arrived.,False,9.3182,37.2931,67.2831
这个梨子还是非常安逸真的甜又脆又甜第二天,"These pears are fantastic—sweet, crisp, and incredibly juicy. They were still delicious the next day.",安逸,1,"This pear is really delicious—so sweet and crunchy, and it stayed that way even the next day.",False,15.0717,36.1102,80.2562,"This pear is really nice, for real—sweet, crunchy, and sweet again the next day.",False,15.7194,32.9028,76.3209
走哎等下来我吃饭哦今天啥子时候今,Let's go.Come over to my place for a meal later. What time is it ?,啥子|哦(语气词),1,"Hey wait, come have lunch with me today. What time is it now?",False,21.1462,30.183,76.8152,"Hey, wait up! Come eat with me later—what time works for you today?",False,3.0522,26.5417,71.2252
跟价格跟跟大家介绍出来啊说我们发车不说价生意做不大呀但是我确实没得办法哈,"I'll be upfront about the price. People say you can't build a business without talking prices, but honestly, I don't really have much choice.",确实|哈(语气词),1,"Let me break down the price for everyone here. We don't haggle on our prices, and honestly, we can't grow our business that way. But I really have no choice in the matter.",False,4.536,39.2454,77.0097,"Let me just lay out the prices for everyone, alright? They say if you don't name your price when selling, you won't make a deal. But honestly, I really don't have a choice here.",False,5.197,36.8347,79.3657
负一楼和负二楼的一个格局家里面带个电梯坐起它还是安逸哟你莫说哈哈,"The layout of the first and second basement is same, and there's even a private elevator in the house. Honestly, it's a really nice setup.True.Hahaha...",安逸,1,"Having a layout with an elevator in the basement levels (B1 and B2) is just so comfortable and convenient. You can't even imagine how nice it is, haha!",False,5.6771,30.456,72.7191,"The layout of the basement levels, with a private elevator at home, is actually quite cozy, you gotta admit, haha.",False,10.4598,37.0521,69.1989
安逸噻杏鲍菇独特的口感不管夏天吃起安逸一年四季都适合,"Absolutely delicious! King oyster mushrooms have such a unique texture. They're great in the summer—and honestly, they're perfect all year round.",安逸|噻,1,The unique texture of king oyster mushrooms makes them a refreshing treat in summer and suitable for enjoyment all year round.,False,13.4794,45.1197,75.0709,"""Comfortable, right?"" The unique texture of the king oyster mushroom is enjoyable in summer, and it's suitable for all seasons.",False,4.0859,33.9033,70.7841
我感觉你们嘞些间谍对不对你们那些间谍都是专门来问那些歪瓜那种企图误导我直播间的老表,I get the feeling some of you are undercover trolls. You keep asking ridiculous questions just to mislead the bros watching my livestream.,老表,1,"I feel like you guys are all spies, right? You're all spies who specifically come here to ask those ridiculous questions, trying to mislead my audience.",False,4.3007,36.4036,76.8516,"I feel like you guys, those spies, right? Those spies of yours are specifically here to ask about those dubious characters, trying to mislead the old pals in my livestream.",False,7.5113,34.8492,64.9556
幺儿啊等了三个多小时终于动手了你干嘛,"Kiddo, we've been waiting for over three hours. We're finally getting started—Do you want to join?",嘛(语气词)|幺(称谓/方言),1,"After waiting for over three hours, you finally made your move. What were you thinking?",False,22.6174,41.7201,62.5375,"Dear child, after waiting over three hours, you've finally made a move. What are you up to?",False,9.1344,35.967,68.3936
结果瞧起人家屋顶花园了说是种菜安逸西门车站那边有,Then I saw someone else's rooftop garden. They were growing vegetables up there—it looked fantastic.The West Gate Station is near there .,安逸,1,Then he saw the rooftop garden next door and said how nice it would be to grow vegetables there. He mentioned there's one near Ximen Station.,False,4.7493,39.4458,74.512,"It turned out they set their eyes on someone else’s rooftop garden, saying it’s ideal for growing vegetables—over near the west gate bus station.",False,3.8024,46.0812,74.7322
而男人呢刚开始哈是来得快去的也很快的到后面就恼火了老公老公,"For men, it often starts quickly and ends just as quickly. But later on, that's when things can become troublesome.Darling...",恼火|哈(语气词),1,"For men, it's quick to get started and quick to finish at first, but later on it gets them frustrated. ""Honey, honey!""",False,6.9761,32.2439,70.5224,"As for men, at first they come quickly and leave just as fast, but later on, it gets tough—hubby, hubby.",False,9.056,32.0793,62.2615
我的个妈好久玩过这个梗眼睛闭起又有点紧张又有点不晓得是咋个的了,"Oh my goodness, it's been ages since I last played this meme. I closed my eyes and suddenly felt nervous—I didn't even know what was going on.",咋个,1,"Oh my god, it's been so long since I've done this, I'm closing my eyes, feeling nervous but also kind of... I don't even know what I'm feeling.",False,9.5608,40.2144,72.706,"Oh my god, it's been a while since I last played around with this meme. With my eyes closed, I feel a bit nervous and also kinda unsure of what's going on with me.",False,14.5775,49.2941,78.6592
老汉的非常柔软大家看把沈家里一起拿完,"The stuffs from this boss are really soft. Look, everyone—let's take the rest as well.",老汉,1,"The old man is really soft, everyone watch as he takes everything from Shen's house together.",False,5.8751,36.7183,60.4076,"The old man's extremely soft — everyone, take a look, take everything from the Shen family together.",False,3.1142,33.752,60.2728
走马儿带你去种草你上个厕所要好久嘛老子饿了,"Come on, I'll take you somewhere worth checking out. How can you spend so long in the bathroom? I'm starving!",老子|嘛(语气词),1,"I'll take you for a spin, but you take forever in the bathroom. I'm starving!",False,14.0316,40.9342,63.9105,"Come on, let's take a horse ride and go check out some cool spots. How long are you gonna be in the bathroom? I'm starving here.",False,22.8722,49.3429,74.7613
